Procesos,Individuos,Posiciones,Repeticiones,Tiempo Promedio,Tiempo Promedio std,Tiempo Promedio Calcular Frecuencias,Tiempo Promedio Calcular Frecuencias std,Tiempo Promedio Calcular Hoplotipo,Tiempo Promedio Calcular Hoplotipo std
6,500,12,10,2.4459672537166623,0.015277412831978998,0.664862847328186,0.0075341920566381615,1.7431496381759644,0.009478720326190808
6,1000,4,10,0.1106194396968931,0.007416872555803929,0.025448918342590332,0.0033921118717469955,0.03507454395294189,0.0050631029902075695
6,1000,6,10,0.16975603168830275,0.013567182932617801,0.045537900924682614,0.008920404831540234,0.07316317558288574,0.0048950759014886915
6,1000,8,10,0.3889547865372151,0.005345899470148735,0.10675201416015626,0.003622337217197979,0.23103804588317872,0.007129068745278977
6,1000,10,10,1.261702578002587,0.013899103343755085,0.3450566291809082,0.009322387700735681,0.8653655767440795,0.007491591244444221
6,1000,12,10,4.932308218581602,0.07030846620452902,1.3042900085449218,0.023267363734101362,3.5785137176513673,0.07296782247446683
6,1500,4,10,0.14059353412594647,0.0034058326736755816,0.02825016975402832,0.0023001963557882045,0.04112257957458496,0.0038493473615398796
6,1500,6,10,0.2385022646514699,0.006823432388151482,0.055777907371520996,0.004917456631256594,0.10782823562622071,0.004700008669936806
6,1500,8,10,0.5713966428767889,0.015130404275734049,0.15316693782806395,0.009060521633821414,0.34730803966522217,0.007958823064902915
6,1500,10,10,1.9580475182039663,0.03764339344648229,0.5218711137771607,0.03364714788214009,1.3639689683914185,0.026322555447633067
6,1500,12,10,7.6016912422375755,0.09173593140682501,1.945322370529175,0.058567415710689276,5.5841718196868895,0.06670331529570268
6,3000,4,10,0.23761371024884284,0.011335469154348065,0.044658565521240236,0.008126141793874452,0.07053658962249756,0.004999351090149344
6,3000,6,10,0.429831504705362,0.01078977821961289,0.09461991786956787,0.00872842661217616,0.205839204788208,0.007127415183451792
6,3000,8,10,1.0972250048769638,0.020471797426019515,0.2878143548965454,0.010307340730578618,0.6825525522232055,0.013469111203406239
6,3000,10,10,3.7545174456434323,0.07401644209461687,0.9615481853485107,0.04130673203330126,2.667838430404663,0.0681677416287348
6,3000,12,10,14.993992418958806,0.10306914605452301,3.8424048900604246,0.06480352340099255,11.032056164741515,0.06550803434643884
8,500,4,10,0.08416212918236851,0.00394370587683424,0.020522642135620116,0.000568383030001924,0.02454509735107422,0.00162764106517121
8,500,6,10,0.1129401862854138,0.0068748557634658375,0.03310272693634033,0.0034489286886075815,0.042287349700927734,0.00544297495872877
8,500,8,10,0.21531071856152267,0.0069548255308924814,0.059514760971069336,0.00513469735018227,0.11592426300048828,0.00791222746329785
8,500,10,10,0.568247929145582,0.009751266272257175,0.16365807056427,0.006976295927623995,0.3658271312713623,0.007286264111972368
8,500,12,10,2.0686691546812654,0.10472184905322252,0.5996549844741821,0.05350580730869708,1.430264663696289,0.07610815285845675
8,1000,4,10,0.10939231957308948,0.004192208170774383,0.026146316528320314,0.0020333208647801398,0.031416702270507815,0.003218693607187183
8,1000,6,10,0.16311075510457157,0.007367075036347324,0.045017027854919435,0.005146492103489314,0.06775658130645752,0.004911677590083836
8,1000,8,10,0.35580567913129924,0.01279235308514116,0.10652103424072265,0.011659586916188718,0.19833359718322754,0.005320087689528134
8,1000,10,10,1.061001795064658,0.01475948696618087,0.2950369119644165,0.008590887820482923,0.7148880004882813,0.0168352562834455
8,1000,12,10,4.000953506003134,0.04799620887914793,1.0970762491226196,0.03310274559644066,2.854183530807495,0.07690981376421055
8,1500,4,10,0.1457459869561717,0.007049829247072352,0.031386375427246094,0.0036368069226116228,0.041993141174316406,0.0057360019888810275
8,1500,6,10,0.2312798751052469,0.009633493101296046,0.06300985813140869,0.007375015860560604,0.09369761943817138,0.004854389014532746
8,1500,8,10,0.5149542563827708,0.019371051578156898,0.14055609703063965,0.007346838898129415,0.29814169406890867,0.014264934855001823
8,1500,10,10,1.6047056349460036,0.0283089258269854,0.44647679328918455,0.0203188017961152,1.0836279153823853,0.02271404267024356
8,1500,12,10,6.031268079788424,0.039898594244263785,1.6290646076202393,0.046957506053617294,4.330982995033264,0.020365453536222832
8,3000,4,10,0.2384421536233276,0.01535354332259965,0.04729888439178467,0.006395060814670983,0.06810827255249023,0.006486924305652086
8,3000,6,10,0.39852116161491724,0.012851888767745963,0.0989447832107544,0.012053686991017151,0.1756190299987793,0.0076086254020489505
8,3000,8,10,0.9561658143764362,0.04486202701829083,0.24255087375640869,0.010767184363351537,0.5840023756027222,0.03644170532972467
8,3000,10,10,3.046961040981114,0.07681408142474869,0.8215667963027954,0.06011136434220165,2.1007076025009157,0.07892248778994705
8,3000,12,10,11.931904188450426,0.09049342931201237,3.1073631286621093,0.07617140420955093,8.699931883811951,0.07841260975594679
16,500,4,10,0.1154220666969195,0.0107647757110827,0.03125882148742676,0.0013342839348645704,0.04183111190795898,0.008910147040549288
16,500,6,10,0.13521835671272128,0.01237788346799354,0.03624026775360108,0.0008323961978129205,0.056480789184570314,0.010643316985703428
16,500,8,10,0.2102477519074455,0.013437136144575843,0.06022622585296631,0.004445784061960737,0.10819151401519775,0.01145327378390331
16,500,10,10,0.5051144771976397,0.039081931902160166,0.14142212867736817,0.008067486781989203,0.32357771396636964,0.03364366863872563
16,500,12,10,1.632406040513888,0.018063673407478647,0.4657036542892456,0.007669024828887178,1.1243647813796998,0.018450624098489403
16,1000,4,10,0.1416675258660689,0.004394384535832547,0.039373469352722165,0.002523734675566702,0.050596070289611814,0.0057536464539125875
16,1000,6,10,0.18140237804036588,0.013413162879023223,0.050035524368286136,0.0016609167629646079,0.07942075729370117,0.013135452931992678
16,1000,8,10,0.31771843021269885,0.017814085818246853,0.09499022960662842,0.006925966384024031,0.17295384407043457,0.012053864405179963
16,1000,10,10,0.8662512534763664,0.04272323901566179,0.23877806663513185,0.005696914494813031,0.5781763792037964,0.040778695334031195
16,1000,12,10,3.154521061433479,0.09059309650401594,0.8783592939376831,0.07481572877604084,2.2246098279953004,0.06003761363256426
16,1500,4,10,0.17251498431432993,0.006328095288399578,0.04336512088775635,0.0021630635252059918,0.05471901893615723,0.005989868277772792
16,1500,6,10,0.24463406386785208,0.016120113982027975,0.05685138702392578,0.0027121048041366088,0.1092763900756836,0.015443823443837403
16,1500,8,10,0.4390776665415615,0.015613013537142456,0.11982977390289307,0.008372348864113649,0.2431131362915039,0.013062941026411439
16,1500,10,10,1.2900351149961353,0.015087457148918472,0.3495776653289795,0.007482127346428347,0.8637994050979614,0.011004587926222362
16,1500,12,10,4.923456105287187,0.08715686952936166,1.4059807300567626,0.09374701343068252,3.4385085582733153,0.07038375018837775
16,3000,4,10,0.26003420951310546,0.008868446757106341,0.05470914840698242,0.005020156165048598,0.07505574226379394,0.007190853998602565
16,3000,6,10,0.3950005541322753,0.011305900300983402,0.09698526859283448,0.005184483236052429,0.16870739459991455,0.011856578218803322
16,3000,8,10,0.8063535537570715,0.008465632016598657,0.21610009670257568,0.008945687215535337,0.4595452308654785,0.004828112652346384
16,3000,10,10,2.481455594394356,0.06700142233355988,0.6855860233306885,0.058012225192517385,1.6687145233154297,0.02530642333485375
16,3000,12,10,9.638244172511623,0.11641644974217327,2.5618096351623536,0.08710088880647898,6.943072986602783,0.145695508077058
32,500,4,10,0.14975757226347924,0.004480680416828365,0.05418701171875,0.0030701345595879515,0.05728433132171631,0.003284033244862525
32,500,6,10,0.16359873048495502,0.005606030942804993,0.06140942573547363,0.0025478630069694645,0.06438331604003907,0.004470071043695467
32,500,8,10,0.217766128689982,0.004682443136906795,0.07772150039672851,0.005035682354694489,0.10281758308410645,0.001213009685649096
32,500,10,10,0.44793417705222965,0.00718522770007473,0.13469233512878417,0.004098592795392479,0.27619006633758547,0.005415310991511548
32,500,12,10,1.3690707592759281,0.0070485140183195,0.4003643274307251,0.007163178552965092,0.9301117658615112,0.003891020347346464
32,1000,4,10,0.18526774435304105,0.006688508232468399,0.06645519733428955,0.005207620761512921,0.06971981525421142,0.005181717675159716
32,1000,6,10,0.21192086434457452,0.006598909398829551,0.0775078535079956,0.003521343303172227,0.08495051860809326,0.006020863485379302
32,1000,8,10,0.3171792636392638,0.006425234872808568,0.10463058948516846,0.005918365225752945,0.16362082958221436,0.0029561242711565222
32,1000,10,10,0.7979733287123963,0.03930191096136564,0.22942936420440674,0.009792434428661533,0.5177867174148559,0.03697353427822912
32,1000,12,10,2.6274237496079875,0.07659512594926138,0.7747615814208985,0.0758395598781081,1.8032938718795777,0.010521579364453679
32,1500,4,10,0.21379741397686303,0.010270876633238278,0.06539828777313232,0.0059693921520873865,0.07618434429168701,0.006438634195907307
32,1500,6,10,0.26393375722691415,0.008879482687981954,0.09034957885742187,0.008265728971817812,0.10086753368377685,0.005752150812688773
32,1500,8,10,0.426583991991356,0.0119640440445714,0.12455048561096191,0.00354062481786507,0.22980191707611083,0.00890134317732922
32,1500,10,10,1.1191411789506673,0.009696051540759263,0.31465065479278564,0.008343707322420233,0.7324749946594238,0.004697114857855396
32,1500,12,10,3.974761303514242,0.1332552028118106,1.1627352714538575,0.1280987374751872,2.737829327583313,0.014496932182720957
32,3000,4,10,0.31406112923286855,0.006404004477131323,0.08451080322265625,0.005917398233164956,0.10952992439270019,0.004909968960516058
32,3000,6,10,0.429408253217116,0.012573385414339791,0.14314627647399902,0.007035680834996826,0.16535274982452391,0.010577092256913214
32,3000,8,10,0.7343629644950852,0.006843895671639681,0.20671207904815675,0.003925842044416459,0.4085159063339233,0.005524040215396942
32,3000,10,10,2.085807611513883,0.060919793995297664,0.5661002397537231,0.005842819867719978,1.3960912466049193,0.057863225957798727
32,3000,12,10,7.748539318307303,0.11143395256697762,2.1149133443832397,0.10010563777337873,5.508938097953797,0.11623214185531586
