Procesos,Individuos,Posiciones,Repeticiones,Tiempo Promedio,Tiempo Promedio std,Tiempo Promedio Calcular Frecuencias,Tiempo Promedio Calcular Frecuencias std,Tiempo Promedio Calcular Hoplotipo,Tiempo Promedio Calcular Hoplotipo std
1,500,4,10,0.11232765195891262,0.010173506784485958,0.0217393159866333,0.006685083613421981,0.05420238971710205,0.005437974630954798
1,500,6,10,0.2555218010675162,0.012051795954361493,0.06411654949188232,0.007405217557201529,0.15511534214019776,0.006821669442401679
1,500,8,10,0.8292243547737599,0.0059452351525797935,0.21148302555084228,0.003410971653546704,0.5809783697128296,0.00585098043662156
1,500,10,10,3.2573911988642066,0.008873058559347719,0.8475122213363647,0.0015912587220480521,2.373797631263733,0.008341337815224883
1,500,12,10,13.253765233955345,0.047509011697456395,3.4998334646224976,0.02010854775033552,9.71606080532074,0.03246462310381255
1,1000,4,10,0.1650181798497215,0.0038461673068247546,0.03342897891998291,0.0030268635235874766,0.08102650642395019,0.0018556861428782763
1,1000,6,10,0.4480677882907912,0.004928215675532158,0.10989508628845215,0.004188020708808373,0.28779780864715576,0.0020396007586241825
1,1000,8,10,1.6206445530988276,0.004645623600424882,0.4163884162902832,0.0034200257206369383,1.1528398752212525,0.0036708903222955774
1,1000,10,10,6.516782936290838,0.0885102756816055,1.6933000087738037,0.0030971083038518767,4.771830654144287,0.08936758214683582
1,1000,12,10,26.63994115772657,0.04282163694850285,7.0036639928817745,0.01094476940198913,19.58471119403839,0.04153677242494853
1,1500,4,10,0.24347206915263087,0.006567597332104418,0.046251988410949706,0.0033050559410372393,0.12760450839996337,0.006053445523674044
1,1500,6,10,0.6802505979081616,0.012484078207893257,0.16196980476379394,0.009276245389258843,0.4472844123840332,0.005897735931329417
1,1500,8,10,2.4889615326654164,0.009475953711182889,0.6227202653884888,0.009225482704746244,1.7941468715667725,0.004472378731522182
1,1500,10,10,10.099835498048924,0.04683699364926487,2.5409548759460447,0.012503771610114197,7.487772297859192,0.042575062106616164
1,1500,12,10,41.06194148710929,0.05652659482255783,10.493842911720275,0.015550532263169712,30.490629506111144,0.04426675149696543
1,3000,4,10,0.4543288938002661,0.011424938039396393,0.0854041337966919,0.005408193713292829,0.24653465747833253,0.008980581416285242
1,3000,6,10,1.3295036934316158,0.008967358355573954,0.31254730224609373,0.006539433274470833,0.8948332786560058,0.00521997320265498
1,3000,8,10,4.994516496011056,0.09914289819168863,1.2342002153396607,0.0070834263038255145,3.640061640739441,0.09939205948101903
1,3000,10,10,19.805664539290593,0.11850121344569259,5.060703229904175,0.004950951653423973,14.620431566238404,0.11719181015792172
1,3000,12,10,81.65988420473877,0.09138415516091339,20.950727438926698,0.038209929239830326,60.58600535392761,0.07314085010733366
2,500,4,10,0.09186942880041897,0.005220109739282838,0.022501158714294433,0.004535242625153803,0.03300716876983643,0.004135983387353383
2,500,6,10,0.15741883725859224,0.005951931528576397,0.037862420082092285,0.0044931636850268075,0.08316223621368408,0.003978796422785962
2,500,8,10,0.463499970221892,0.008817592573937914,0.11839277744293213,0.005671016347870784,0.30935254096984866,0.006155621422483989
2,500,10,10,1.7148100555874408,0.018277239905996636,0.44249913692474363,0.005643288096942103,1.2349712133407593,0.0158163684921162
2,500,12,10,6.907891544932499,0.024256560717449152,1.829037570953369,0.013456237844250474,5.042472195625305,0.01961044778107796
2,1000,4,10,0.12740656733512878,0.005943569392969313,0.027024722099304198,0.004277862406354006,0.05294413566589355,0.00323477859620986
2,1000,6,10,0.28377000368200245,0.009492756513974847,0.0724703311920166,0.004736669658918184,0.16291322708129882,0.005276167483323383
2,1000,8,10,0.87650826650206,0.009838200523196334,0.22682054042816163,0.006919328643423127,0.6009761333465576,0.006763653577217964
2,1000,10,10,3.389159738412127,0.019679094084593923,0.8837153196334839,0.010125209792851288,2.4567226648330687,0.016267280744251315
2,1000,12,10,13.810384472366422,0.07174271832084601,3.655355930328369,0.0517787717091433,10.107099843025207,0.05571308810746466
2,1500,4,10,0.18937734728679062,0.01145527063520499,0.04414520263671875,0.012128795824263081,0.07803857326507568,0.004047478424530996
2,1500,6,10,0.4118610380683094,0.017468035391782787,0.0984917402267456,0.01147548433804934,0.2450328826904297,0.008967729991614293
2,1500,8,10,1.3277225524187088,0.010448942724934929,0.332271146774292,0.007909832793475608,0.9252071142196655,0.008869857596454533
2,1500,10,10,5.252732572797686,0.06801897850666956,1.3183407545089723,0.01800099082378396,3.8626702070236205,0.06039531763771374
2,1500,12,10,21.21330338595435,0.18745821778852254,5.397545313835144,0.03444163746538232,15.746648526191711,0.16912225412767337
2,3000,4,10,0.31654347737785427,0.011682411504889904,0.05934607982635498,0.005396527167236034,0.13619401454925537,0.008610799648187109
2,3000,6,10,0.8026162825757638,0.08420384348755447,0.17855336666107177,0.009352178064007627,0.5003358364105225,0.07887672878415239
2,3000,8,10,2.6346411908743903,0.02230554218269485,0.6505605220794678,0.005122816802425998,1.8623975753784179,0.02097506639501752
2,3000,10,10,10.274903063522652,0.05073614663350031,2.6184476613998413,0.02436977547498133,7.539942383766174,0.038878592684399305
2,3000,12,10,42.2624834646238,0.1116546396547384,10.847843408584595,0.03778784545487244,31.295572352409362,0.09641795326154225
3,500,4,10,0.08585349458735436,0.003740478636897317,0.018582916259765624,0.004420178411441642,0.028517389297485353,0.003835868673923028
3,500,6,10,0.1371882930630818,0.006942506906338785,0.037896919250488284,0.0053797089993424425,0.06336712837219238,0.003221364990896857
3,500,8,10,0.34426170587539673,0.007240295804798173,0.09211711883544922,0.0048655879510377635,0.21477625370025635,0.005807450154785648
3,500,10,10,1.197494545415975,0.007268230580546688,0.3174333333969116,0.005703166999465473,0.8425401210784912,0.005331663751553845
3,500,12,10,4.740423150290735,0.004156712302641666,1.259294033050537,0.002464473118795764,3.443636751174927,0.0030649465064162508
3,1000,4,10,0.1414525869069621,0.04553764484781588,0.029305624961853027,0.009874685624043601,0.05097939968109131,0.018257768626776163
3,1000,6,10,0.22046138774603605,0.006738668155100039,0.053545475006103516,0.00531328609826607,0.11656744480133056,0.0029655957516964986
3,1000,8,10,0.6282770240912214,0.00830618364660468,0.1638570785522461,0.005495276464249853,0.4147506237030029,0.004125150221660114
3,1000,10,10,2.3473697726614775,0.006656958136938424,0.6138380527496338,0.0037681839190167356,1.6841125011444091,0.004718341731823521
3,1000,12,10,9.500638430099935,0.01289980003153425,2.5110679388046266,0.005170506288708291,6.940736842155457,0.010133134537632298
3,1500,4,10,0.1719816701952368,0.010640800315593597,0.036714720726013186,0.007132995897677789,0.06186928749084473,0.004918696268880185
3,1500,6,10,0.32533299322240056,0.009893760914491916,0.07451066970825196,0.006258148768375428,0.17900450229644777,0.005186519072971706
3,1500,8,10,0.9579609515843913,0.015394797911115417,0.24519777297973633,0.010197830058502453,0.6411608934402466,0.00968816419361467
3,1500,10,10,3.624753091810271,0.011671796825035377,0.9161264181137085,0.010100853136463427,2.6362382411956786,0.005443077611828953
3,1500,12,10,14.52140525658615,0.043525242925895664,3.7118540525436403,0.011539375368933747,10.740379667282104,0.03479384622377332
3,3000,4,10,0.2729818845633417,0.008760500765296412,0.04802730083465576,0.00715950388350694,0.10521976947784424,0.008629131598979978
3,3000,6,10,0.5894259203458205,0.013122723650230003,0.12697477340698243,0.00635878778587988,0.340200400352478,0.007451240052183106
3,3000,8,10,1.8694723434047773,0.016260194228486725,0.4614211082458496,0.00883085716861552,1.2875414609909057,0.009858635313124902
3,3000,10,10,7.106408148887567,0.09559789680357834,1.8070472717285155,0.008668330550930263,5.180640625953674,0.0960515485522649
3,3000,12,10,28.924823275394736,0.11415832066849334,7.406682634353638,0.012977043159930791,21.400178003311158,0.11895775534264716
4,500,4,10,0.08470528882462532,0.003632235727560315,0.019942831993103028,0.0029142628119197362,0.026550149917602538,0.003281971656540985
4,500,6,10,0.1228778560180217,0.005292765836546261,0.03287491798400879,0.0035558801406185754,0.05293803215026856,0.002203604716525162
4,500,8,10,0.2840228291228414,0.007276650576433084,0.07320132255554199,0.004857370357330764,0.17364239692687988,0.0052345642801068255
4,500,10,10,0.9325594995869324,0.006659437959934516,0.2471869707107544,0.0061395930034162435,0.6487272024154663,0.005716907083619606
4,500,12,10,3.648784134280868,0.013627251726037026,0.9737135648727417,0.008145862467666054,2.6386186599731447,0.010147020011977245
4,1000,4,10,0.11050526420585811,0.004493939375892624,0.02438220977783203,0.003702552463677877,0.03715558052062988,0.0044315163874084455
4,1000,6,10,0.19164520367048682,0.009768376869194918,0.04895639419555664,0.006412805499060556,0.09525074958801269,0.0056141064545784615
4,1000,8,10,0.5027705288026482,0.010349609692638085,0.1320575714111328,0.006747581129199203,0.32203245162963867,0.006509354371776205
4,1000,10,10,1.8005706360796467,0.009029410754023446,0.4726097822189331,0.0062601525358027665,1.2765721559524537,0.006095636222508818
4,1000,12,10,7.149836339661851,0.010743648212055335,1.8906394481658935,0.006384411707787577,5.211238145828247,0.006274865730263052
4,1500,4,10,0.15375409508123994,0.006524440712726805,0.03281698226928711,0.0047553310274008834,0.049599099159240725,0.0031086756572309155
4,1500,6,10,0.27971453689970077,0.009523631245147266,0.06720490455627441,0.005696474329327559,0.13881285190582277,0.00876022646102001
4,1500,8,10,0.7585108624305577,0.012436395528910063,0.19675941467285157,0.011961862528424306,0.49186551570892334,0.007696901954788229
4,1500,10,10,2.789670576597564,0.10303417409245934,0.7361162900924683,0.1017783626019325,1.9825164079666138,0.006059587567400589
4,1500,12,10,10.97654120917432,0.06716586457549639,2.83362500667572,0.06755151506665792,8.071459317207337,0.009191892566969272
4,3000,4,10,0.25508228153921664,0.014503461659302608,0.043589234352111816,0.005127545963191721,0.08741555213928223,0.010991089012097936
4,3000,6,10,0.49792105427477507,0.01339955048752258,0.10516495704650879,0.00983411088134544,0.26802589893341067,0.0089485427148197
4,3000,8,10,1.4543442592024802,0.011117102269394684,0.36599605083465575,0.009864408767792288,0.9641431331634521,0.005574618948785005
4,3000,10,10,5.379032083041966,0.015791047068833945,1.3840579032897948,0.010353811540494551,3.8755700826644897,0.009507339523858835
4,3000,12,10,21.78676626076922,0.03412132553265741,5.589931535720825,0.01090296057741968,16.07602276802063,0.03746573953704971
6,500,4,10,0.07801997028291226,0.0037973992872395723,0.018519878387451172,0.001477240888898358,0.022475934028625487,0.0030114209871453033
6,500,6,10,0.11329970969818533,0.002820117679477539,0.03347442150115967,0.0037730678188872446,0.043017792701721194,0.0032156691339965036
6,500,8,10,0.23271169145591558,0.010210422581564378,0.06089818477630615,0.003177931836642216,0.13231325149536133,0.008744769144579263
6,500,10,10,0.6632108051329851,0.013520354235466669,0.18057606220245362,0.005593811650014996,0.44504408836364745,0.008741702904145228
