Procesos,Individuos,Posiciones,Repeticiones,Tiempo Promedio,Tiempo Promedio std,Tiempo Promedio Calcular Frecuencias,Tiempo Promedio Calcular Frecuencias std,Tiempo Promedio Calcular Hoplotipo,Tiempo Promedio Calcular Hoplotipo std,speed_up_total,speed_up_frecuencias,speed_up_haplo,eficiencia_total,eficiencia_frecuencias,eficiencia_haplo
8,1500,6,10,0.2312798751052469,0.009633493101296,0.0630098581314086,0.0073750158605606,0.0936976194381713,0.0048543890145327,2.9412442288746687,2.5705470471938208,4.773700922884012,36.76555286093336,32.13183808992276,59.671261536050146
8,1500,8,10,0.5149542563827708,0.0193710515781568,0.1405560970306396,0.0073468388981294,0.2981416940689086,0.0142649348550018,4.8333643266662225,4.430403792819766,6.017765737763925,60.417054083327784,55.38004741024708,75.22207172204907
8,1500,10,10,1.6047056349460036,0.0283089258269854,0.4464767932891845,0.0203188017961152,1.0836279153823851,0.0227140426702435,6.293886727947316,5.6911241841415485,6.9099108573785175,78.67358409934145,71.13905230176935,86.37388571723147
8,1500,12,10,6.031268079788424,0.0398985942442637,1.6290646076202393,0.0469575060536172,4.330982995033264,0.0203654535362228,6.808177143495458,6.441637036759291,7.040117576327948,85.10221429369322,80.52046295949114,88.00146970409935
8,3000,4,10,0.2384421536233276,0.0153535433225996,0.0472988843917846,0.0063950608146709,0.0681082725524902,0.006486924305652,1.905405092582663,1.805626811179628,3.6197461518104324,23.817563657283287,22.57033513974535,45.246826897630406
8,3000,6,10,0.3985211616149172,0.0128518887677459,0.0989447832107544,0.0120536869910171,0.1756190299987793,0.0076086254020489,3.336093089872823,3.1588052659669947,5.0953093105127945,41.70116362341029,39.48506582458744,63.69136638140993
8,3000,8,10,0.9561658143764362,0.0448620270182908,0.2425508737564086,0.0107671843633515,0.5840023756027222,0.0364417053297246,5.223483647831764,5.088417931568268,6.232956907037749,65.29354559789705,63.60522414460335,77.91196133797186
8,3000,10,10,3.046961040981114,0.0768140814247486,0.8215667963027954,0.0601113643422016,2.100707602500916,0.078922487789947,6.500137111340688,6.159819569970803,6.959765151910059,81.2517138917586,76.99774462463503,86.99706439887574
8,3000,12,10,11.931904188450426,0.0904934293120123,3.1073631286621093,0.0761714042095509,8.699931883811951,0.0784126097559467,6.843826678040379,6.742284879960951,6.963963185350978,85.54783347550475,84.27856099951188,87.04953981688722
16,500,4,10,0.1154220666969195,0.0107647757110827,0.0312588214874267,0.0013342839348645,0.0418311119079589,0.0089101470405492,0.9731904407314734,0.6954617913339295,1.2957434609044973,6.082440254571709,4.34663619583706,8.098396630653108
16,500,6,10,0.1352183567127212,0.0123778834679935,0.036240267753601,0.0008323961978129,0.0564807891845703,0.0106433169857034,1.8896975771594848,1.7692073890792757,2.746338080250707,11.81060985724678,11.057546181745472,17.16461300156692
16,500,8,10,0.2102477519074455,0.0134371361445758,0.0602262258529663,0.0044457840619607,0.1081915140151977,0.0114532737839033,3.9440343463876752,3.5114773100201844,5.369907011664697,24.65021466492297,21.94673318762615,33.56191882290436
16,500,10,10,0.5051144771976397,0.0390819319021601,0.1414221286773681,0.0080674867819892,0.3235777139663696,0.0336436686387256,6.448817735211466,5.992783656013466,7.3360974158759555,40.30511084507166,37.454897850084166,45.85060884922472
